date,country,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
2022-11-12,United States,2.48,36.82,556.35,2663.74,14.44,79.41,53.39,191.77
2022-11-13,United States,2.1,55.18,142.56,11052.27,16.81,60.16,62.35,179.03
2022-11-14,United States,2.19,36.14,153.65,9096.42,13.87,75.28,70.7,198.99
2022-11-15,United States,2.21,85.18,622.47,10309.63,14.51,86.89,99.06,155.39
2022-11-16,United States,2.88,87.73,466.94,5755.09,11.24,71.98,61.59,93.03
2022-11-17,United States,2.91,72.71,733.08,3436.91,10.52,71.99,97.26,188.2
2022-11-18,United States,2.35,85.63,739.47,2818.91,9.78,87.36,97.68,121.19
2022-11-19,United States,1.64,43.79,290.75,4284.32,22.73,88.43,70.78,38.45
2022-11-20,United States,0.7,46.97,451.3,9335.94,10.97,82.48,82.52,85.56
2022-11-21,United States,2.66,88.92,169.97,10566.64,17.81,69.44,94.73,103.2
2022-11-22,United States,-0.14,82.1,364.39,3787.9,17.55,85.15,69.63,156.89
2022-11-23,United States,1.75,52.51,553.02,8983.55,11.76,63.31,97.45,99.39
2022-11-24,United States,1.89,56.29,746.47,4566.41,12.01,76.27,62.53,93.4
2022-11-25,United States,0.19,69.0,298.57,6734.27,16.59,69.14,50.62,97.71
2022-11-26,United States,0.13,71.55,417.22,8222.93,17.54,86.49,63.34,99.02
2022-11-27,United States,0.36,76.48,361.32,9375.19,13.62,81.26,72.35,147.31
2022-11-28,United States,-0.17,54.94,610.19,7131.14,17.36,75.09,93.24,185.88
2022-11-29,United States,2.66,38.55,102.2,5966.05,17.48,62.89,95.12,78.26
2022-11-30,United States,2.34,83.63,618.71,11556.26,19.68,68.69,40.43,52.8
2022-12-01,United States,7.12,39.34,173.12,3527.16,15.1,76.5,55.37,89.72
2022-12-02,United States,7.12,84.4,358.24,6793.7,16.43,65.94,67.99,58.09
2022-12-03,United States,7.12,76.03,478.98,5838.5,14.71,70.8,69.03,131.58
2022-12-04,United States,7.12,73.83,396.56,1022.2,11.98,61.49,69.93,31.15
2022-12-05,United States,7.12,50.34,254.45,5144.49,14.98,88.33,91.55,30.16
2022-12-06,United States,7.12,87.78,268.85,7860.22,15.1,62.21,98.48,198.24
2022-12-07,United States,7.12,49.61,281.18,4410.43,17.3,67.74,79.56,59.97
2022-12-08,United States,7.12,61.02,267.73,1637.95,9.83,72.74,78.28,36.64
2022-12-09,United States,7.12,58.75,342.72,6645.36,18.37,77.14,52.12,63.12
2022-12-10,United States,7.12,88.45,101.82,4864.87,19.58,70.94,56.02,102.06
2022-12-11,United States,7.12,37.58,275.44,2610.55,17.0,76.98,48.32,86.73
2022-12-12,United States,7.12,62.86,393.31,2903.03,15.73,75.82,90.72,77.97
2022-12-13,United States,7.12,59.94,55.76,4138.72,17.81,84.18,97.5,114.89
2022-12-14,United States,7.12,85.67,267.84,3912.99,18.64,62.42,72.91,115.79
2022-12-15,United States,7.12,47.44,479.6,1856.97,20.87,72.27,66.76,138.9
2022-12-16,United States,7.12,60.63,113.59,4780.02,19.07,76.09,73.6,161.31
2022-12-17,United States,7.12,88.25,90.96,1984.46,16.74,65.66,46.86,183.29
2022-12-18,United States,7.12,57.1,51.51,4753.03,13.17,84.94,69.5,132.81
2022-12-19,United States,7.12,54.38,110.43,3208.44,17.49,68.54,43.09,35.75
2022-12-20,United States,7.12,59.21,97.58,7300.42,13.57,89.86,71.01,99.03
2022-12-21,United States,7.12,72.91,276.07,1517.92,11.29,78.57,66.18,105.75
2022-12-22,United States,7.12,79.76,385.02,6570.0,19.15,60.84,87.97,42.32
2022-12-23,United States,7.12,39.38,341.83,5013.71,17.21,68.39,63.77,145.37
2022-12-24,United States,7.12,65.44,140.32,5893.7,17.37,79.97,54.3,122.08
2022-12-25,United States,7.12,82.01,178.04,3608.95,19.32,62.87,49.77,170.95
2022-12-26,United States,7.12,33.73,303.96,1674.13,17.23,85.83,58.24,57.19
2022-12-27,United States,7.12,37.69,161.42,7030.75,11.32,62.25,87.46,91.59
2022-12-28,United States,7.12,82.23,320.27,1027.31,13.93,79.9,87.15,139.11
2022-12-29,United States,7.12,46.67,173.14,1367.09,16.15,89.59,87.89,102.49
2022-12-30,United States,7.12,34.31,387.9,2096.08,21.0,80.96,86.23,165.12
2022-12-31,United States,7.12,89.09,286.86,1426.53,20.5,60.07,49.3,198.63
2023-01-01,United States,13.1,35.41,285.86,11046.19,17.17,86.27,51.36,194.86
2023-01-02,United States,11.29,52.65,322.0,7899.0,21.27,74.34,97.21,34.59
2023-01-03,United States,12.53,88.83,400.86,9769.79,20.3,80.42,98.48,90.43
2023-01-04,United States,14.27,85.02,663.86,6576.52,20.85,60.49,49.24,159.71
2023-01-05,United States,13.5,78.25,612.73,6710.32,13.13,62.89,97.9,137.22
2023-01-06,United States,14.08,80.2,297.1,2653.05,25.16,78.79,95.01,153.79
2023-01-07,United States,14.11,31.8,145.7,2692.54,17.94,70.77,47.41,198.29
2023-01-08,United States,11.34,60.99,586.26,10861.03,21.67,78.22,78.07,199.94
2023-01-09,United States,13.35,66.77,736.14,7888.33,19.15,65.56,76.98,198.51
2023-01-10,United States,13.94,31.56,592.66,7684.92,19.34,73.48,48.44,134.38
2023-01-11,United States,14.58,33.28,550.66,8927.06,16.89,75.1,85.99,194.82
2023-01-12,United States,14.31,54.61,210.88,7691.91,20.22,66.81,47.39,47.57
2023-01-13,United States,12.96,45.29,232.36,10991.25,16.87,68.34,67.14,51.42
2023-01-14,United States,13.61,30.43,538.86,5992.7,14.28,79.21,87.45,177.56
2023-01-15,United States,11.79,74.35,280.55,11537.07,13.88,75.53,80.05,72.87
2023-01-16,United States,11.28,79.04,261.13,10924.43,17.07,78.85,67.58,95.88
2023-01-17,United States,11.74,49.96,294.61,2393.42,21.81,85.91,52.5,186.64
2023-01-18,United States,14.08,60.14,262.46,1622.31,18.76,64.2,53.5,195.8
2023-01-19,United States,12.0,48.45,155.91,7149.06,18.37,76.34,62.79,63.07
2023-01-20,United States,12.77,70.35,201.79,3394.22,24.82,84.65,69.96,160.37
2023-01-21,United States,14.0,62.58,582.57,10297.69,20.7,78.37,98.58,117.11
2023-01-22,United States,14.2,62.91,434.07,4486.64,17.77,70.4,73.77,165.74
2023-01-23,United States,13.16,35.95,534.72,7600.49,20.56,87.91,53.32,171.88
2023-01-24,United States,12.73,39.78,413.89,9630.64,19.22,84.31,62.33,93.16
2023-01-25,United States,12.83,38.42,543.42,8541.07,23.49,70.56,47.71,104.36
2023-01-26,United States,11.37,57.56,304.96,3150.26,18.79,64.87,96.1,92.93
2023-01-27,United States,12.96,70.73,618.13,7056.52,17.5,85.65,92.19,140.59
2023-01-28,United States,11.84,47.54,620.45,8071.34,21.3,87.24,57.12,72.4
2023-01-29,United States,14.3,60.4,291.41,5900.6,16.74,86.56,94.11,166.68
2023-01-30,United States,14.46,47.98,527.4,2633.32,17.96,72.1,50.13,126.94
2023-01-31,United States,12.29,80.4,395.04,6422.6,21.62,64.71,69.97,45.24
2023-02-01,United States,19.7,31.54,118.4,2794.74,24.6,64.69,89.24,177.75
2023-02-02,United States,18.22,43.4,274.26,4436.74,13.17,69.32,48.11,74.92
2023-02-03,United States,16.12,82.66,409.21,11565.53,18.12,74.27,98.92,119.03
2023-02-04,United States,15.81,38.01,750.41,14594.78,22.18,83.98,52.18,71.38
2023-02-05,United States,15.62,57.6,181.37,2462.35,23.17,77.03,81.61,50.91
2023-02-06,United States,14.11,78.64,281.1,8384.83,18.55,80.02,96.41,138.66
2023-02-07,United States,18.54,53.0,171.12,8127.19,25.8,66.15,83.96,195.9
2023-02-08,United States,18.15,70.27,919.54,9908.11,24.34,64.62,84.43,170.81
2023-02-09,United States,18.67,70.31,480.51,13723.74,20.51,79.3,82.56,74.63
2023-02-10,United States,14.56,88.03,445.46,8303.79,20.7,70.29,70.77,71.0
2023-02-11,United States,15.23,48.15,439.64,2789.63,22.56,87.4,93.25,146.0
2023-02-12,United States,14.95,85.97,853.76,3476.1,19.76,79.59,57.84,120.26
2023-02-13,United States,14.41,74.93,330.15,14757.71,19.7,68.02,84.68,116.71
2023-02-14,United States,17.98,43.89,620.89,10429.66,15.37,81.1,66.37,81.45
2023-02-15,United States,18.9,67.31,331.1,12423.83,18.69,88.29,41.5,120.88
2023-02-16,United States,15.5,66.03,421.69,9664.18,16.7,85.07,49.73,152.07
2023-02-17,United States,16.15,55.37,178.21,3709.32,25.68,78.51,75.23,186.76
2023-02-18,United States,18.88,72.71,457.91,5990.82,13.71,83.31,92.78,167.91
2023-02-19,United States,15.2,84.58,329.64,7013.19,20.76,72.54,94.63,75.47
2023-02-20,United States,17.1,74.61,356.28,7958.51,16.34,60.89,92.44,165.63
2023-02-21,United States,18.84,65.48,348.38,5508.94,23.24,87.93,45.51,151.36
2023-02-22,United States,16.13,53.77,783.83,8370.51,24.12,70.79,76.16,181.08
2023-02-23,United States,14.62,86.45,358.19,3785.52,13.23,87.13,84.7,112.21
2023-02-24,United States,18.18,81.52,611.11,11371.55,13.9,71.64,96.45,48.28
2023-02-25,United States,19.91,43.76,705.65,10471.05,16.98,65.7,70.43,135.08
2023-02-26,United States,16.49,46.97,700.77,2152.23,14.79,78.64,78.82,121.25
2023-02-27,United States,18.23,36.02,144.0,8583.13,17.42,88.34,41.03,105.54
2023-02-28,United States,15.6,48.2,838.72,3405.96,16.46,75.36,48.85,182.53
2023-03-01,United States,18.15,74.11,432.47,14966.1,18.44,80.57,68.69,177.49
2023-03-02,United States,21.8,46.88,452.95,12615.35,16.27,64.34,77.96,176.87
2023-03-03,United States,18.78,41.28,805.71,14750.17,12.95,60.15,75.0,141.09
2023-03-04,United States,19.6,55.33,448.28,3163.71,16.58,65.62,88.07,157.81
2023-03-05,United States,21.72,41.49,597.37,14754.02,23.21,84.49,60.27,123.08
2023-03-06,United States,17.39,44.51,968.15,15119.21,22.7,78.92,50.85,195.01
2023-03-07,United States,21.66,82.82,775.39,10974.94,15.85,83.71,54.87,73.24
2023-03-08,United States,19.6,83.58,628.78,7281.44,25.9,89.57,54.49,178.15
2023-03-09,United States,20.18,64.32,484.33,4187.46,21.33,69.86,73.65,34.49
2023-03-10,United States,20.53,68.15,726.63,13919.77,17.12,73.55,49.45,117.94
2023-03-11,United States,20.42,58.85,759.61,12250.32,17.31,71.24,64.29,76.22
2023-03-12,United States,19.35,47.26,309.68,12363.33,16.31,78.04,54.56,97.56
2023-03-13,United States,17.46,32.36,484.6,2347.02,20.94,76.77,91.87,113.24
2023-03-14,United States,18.31,61.83,188.94,6754.73,15.27,63.28,96.14,198.28
2023-03-15,United States,15.88,84.76,352.98,5425.13,17.53,88.52,93.97,53.52
2023-03-16,United States,18.74,46.64,126.49,13527.29,17.33,71.32,93.04,169.61
2023-03-17,United States,21.39,62.14,785.21,10319.02,20.5,86.64,58.44,35.06
2023-03-18,United States,18.73,82.24,634.33,5595.74,20.55,66.19,81.86,110.37
2023-03-19,United States,16.02,72.96,462.95,9846.21,17.19,76.47,92.3,101.81
2023-03-20,United States,17.88,68.9,978.28,14027.16,19.32,76.45,47.91,70.14
2023-03-21,United States,15.9,83.19,875.99,2950.85,22.05,63.14,62.88,103.65
2023-03-22,United States,15.45,61.27,833.43,14502.29,21.45,78.73,78.77,178.97
2023-03-23,United States,21.9,86.99,238.06,9617.88,17.03,61.11,98.37,172.28
2023-03-24,United States,19.31,69.23,351.01,2307.71,13.13,76.91,96.98,195.5
2023-03-25,United States,15.79,69.26,208.1,6629.04,23.01,72.36,53.38,47.56
2023-03-26,United States,17.63,46.74,392.25,10129.72,17.99,73.63,66.35,193.88
2023-03-27,United States,20.25,70.32,109.41,7459.83,16.53,67.41,74.7,66.61
2023-03-28,United States,21.02,85.16,629.07,4354.31,25.52,85.41,90.05,91.29
2023-03-29,United States,17.55,58.83,697.34,2964.66,18.95,65.6,96.04,182.69
2023-03-30,United States,18.26,43.53,667.08,3662.37,18.96,60.1,48.45,180.22
2023-03-31,United States,19.66,42.03,486.7,6156.93,14.24,75.52,63.43,51.4
2023-04-01,United States,17.68,88.04,658.55,3952.25,22.17,88.19,51.06,40.26
2023-04-02,United States,14.27,47.82,305.89,8001.78,16.4,85.61,70.3,71.12
2023-04-03,United States,20.09,66.41,792.9,8756.66,19.99,85.05,62.62,32.69
2023-04-04,United States,14.6,65.54,638.61,13643.65,13.28,61.65,80.35,90.76
2023-04-05,United States,18.05,75.51,256.95,11592.52,15.58,83.31,82.16,95.6
2023-04-06,United States,19.49,68.2,623.81,14639.6,20.86,67.71,59.88,33.44
2023-04-07,United States,18.43,67.22,642.47,5594.52,19.53,81.96,62.87,74.81
2023-04-08,United States,14.26,58.21,897.59,4382.4,18.23,83.45,53.56,123.3
2023-04-09,United States,17.67,56.28,892.87,10276.84,19.37,78.85,41.07,147.05
2023-04-10,United States,15.25,70.13,564.72,14653.39,21.18,89.59,82.26,48.4
2023-04-11,United States,17.14,67.36,109.33,4933.35,20.77,74.33,74.36,155.66
2023-04-12,United States,19.77,54.64,204.18,11101.77,18.03,65.94,94.86,40.27
2023-04-13,United States,15.01,55.96,921.54,5757.92,20.27,78.43,90.68,138.27
2023-04-14,United States,14.43,36.16,176.15,11958.84,15.07,75.13,68.56,98.74
2023-04-15,United States,16.89,87.7,919.92,8501.75,13.18,85.16,94.26,76.81
2023-04-16,United States,15.34,45.78,832.41,7804.64,24.13,79.7,97.38,114.94
2023-04-17,United States,16.79,59.26,285.55,3897.45,16.13,65.89,92.9,73.71
2023-04-18,United States,19.16,34.44,471.95,8644.18,22.71,64.17,59.77,39.84
2023-04-19,United States,17.04,88.99,154.95,12057.97,12.81,65.88,65.85,199.11
2023-04-20,United States,18.87,46.47,292.55,8761.03,19.39,82.7,80.4,102.81
2023-04-21,United States,19.98,53.22,579.51,2788.4,16.72,79.08,93.85,164.03
2023-04-22,United States,15.99,40.05,814.26,5667.95,18.46,64.05,49.12,199.05
2023-04-23,United States,16.19,74.48,228.17,3562.7,21.37,67.16,66.64,171.88
2023-04-24,United States,15.93,81.46,918.13,12597.37,22.8,69.32,52.73,38.63
2023-04-25,United States,15.17,43.96,336.26,11421.32,23.34,70.8,83.19,175.3
2023-04-26,United States,18.15,66.04,287.37,12537.15,19.71,70.47,85.89,61.39
2023-04-27,United States,15.69,76.25,749.85,12376.5,14.92,66.87,56.47,191.85
2023-04-28,United States,16.12,33.68,786.13,7127.36,17.63,80.87,56.8,157.96
2023-04-29,United States,15.44,46.12,129.01,12919.25,15.02,60.95,45.04,73.74
2023-04-30,United States,16.89,63.75,369.46,7730.55,20.17,83.36,91.32,55.92
2023-05-01,United States,11.18,83.79,207.02,4709.78,13.18,88.39,75.86,196.14
2023-05-02,United States,13.48,50.73,80.26,10778.48,19.27,64.32,58.65,194.97
2023-05-03,United States,13.34,52.18,616.3,9983.64,23.81,72.91,92.27,199.04
2023-05-04,United States,11.81,52.83,640.44,8378.03,24.1,79.29,57.06,174.57
2023-05-05,United States,13.41,54.63,572.26,5006.53,16.01,83.21,52.29,53.96
2023-05-06,United States,11.96,88.01,706.96,5424.22,17.15,80.23,74.17,55.09
2023-05-07,United States,13.04,79.05,200.79,5061.2,14.18,79.17,81.53,60.47
2023-05-08,United States,13.2,74.39,557.89,2385.34,15.41,67.48,72.3,97.81
2023-05-09,United States,11.93,44.48,229.73,11401.9,13.11,89.57,54.66,110.09
2023-05-10,United States,13.5,86.84,111.45,2039.96,18.44,60.29,68.98,32.63
2023-05-11,United States,12.69,39.25,544.45,11901.16,23.93,75.41,87.69,121.94
2023-05-12,United States,12.56,64.03,255.4,6634.2,18.22,80.75,59.58,186.33
2023-05-13,United States,12.27,31.51,174.39,10969.54,22.78,60.41,46.83,139.18
2023-05-14,United States,14.42,68.63,642.91,1754.98,16.5,64.29,93.19,153.04
2023-05-15,United States,13.23,31.85,722.98,5678.31,19.82,63.16,84.35,163.24
2023-05-16,United States,13.41,49.25,285.3,8976.49,21.74,84.78,61.55,174.59
2023-05-17,United States,12.35,68.12,535.44,8788.44,16.1,88.92,89.56,58.28
2023-05-18,United States,13.89,72.75,223.46,11820.43,16.85,88.67,55.63,134.04
2023-05-19,United States,13.11,45.5,445.26,7290.5,18.68,85.36,59.14,192.56
2023-05-20,United States,13.98,50.58,659.39,3874.6,15.12,79.98,94.38,40.58
2023-05-21,United States,14.23,31.62,263.76,6902.03,15.52,79.73,67.68,177.67
2023-05-22,United States,14.32,51.17,619.59,2882.49,16.69,88.19,70.83,184.64
2023-05-23,United States,12.41,46.76,88.28,10957.0,16.4,61.11,61.27,115.62
2023-05-24,United States,12.53,79.35,397.49,8476.46,21.79,80.7,93.97,61.11
2023-05-25,United States,13.46,81.78,388.73,1752.49,13.56,64.84,76.02,185.93
2023-05-26,United States,11.82,66.59,536.03,10063.33,12.24,87.11,44.94,71.94
2023-05-27,United States,13.82,49.71,501.56,6162.48,21.44,88.24,83.76,81.29
2023-05-28,United States,13.82,39.78,240.73,10499.62,14.21,80.7,47.81,141.3
2023-05-29,United States,13.6,71.12,322.0,4700.33,11.75,85.93,56.29,72.97
2023-05-30,United States,11.77,47.02,570.22,2835.17,16.0,75.5,77.35,97.44
2023-05-31,United States,11.64,45.88,238.73,3414.31,24.37,69.54,58.67,126.77
2023-06-01,United States,7.12,38.06,442.61,3719.89,14.09,78.31,50.3,50.59
2023-06-02,United States,7.12,81.17,476.3,3877.85,20.42,67.82,49.8,58.18
2023-06-03,United States,7.12,69.68,167.02,5059.78,17.51,87.01,66.24,141.02
2023-06-04,United States,7.12,52.27,119.75,3554.65,16.46,70.77,62.9,187.86
2023-06-05,United States,7.12,82.57,191.04,6831.71,22.36,87.51,71.2,180.02
2023-06-06,United States,7.12,66.42,432.74,1701.81,21.4,62.02,86.61,55.12
2023-06-07,United States,7.12,33.34,410.13,1595.81,21.0,83.3,53.41,49.76
2023-06-08,United States,7.12,67.7,135.51,2580.22,19.85,69.48,42.07,166.8
2023-06-09,United States,7.12,67.6,404.84,5232.18,16.48,61.85,58.85,166.56
2023-06-10,United States,7.12,58.66,492.89,5927.83,16.11,80.05,84.97,95.77
2023-06-11,United States,7.12,56.36,494.45,1561.06,20.33,76.66,78.92,67.05
2023-06-12,United States,7.12,65.91,476.97,6617.81,19.49,66.47,58.9,82.7
2023-06-13,United States,7.12,80.33,315.91,4978.99,21.06,88.4,70.34,55.56
2023-06-14,United States,7.12,59.97,125.0,4374.59,18.4,88.74,45.42,129.98
2023-06-15,United States,7.12,57.62,231.63,6763.3,20.42,81.5,50.04,121.59
2023-06-16,United States,7.12,76.13,205.75,6619.43,18.52,69.7,51.34,84.62
2023-06-17,United States,7.12,74.68,415.81,4105.73,12.66,66.79,41.96,170.04
2023-06-18,United States,7.12,73.51,99.98,1237.37,20.02,86.45,80.72,38.16
2023-06-19,United States,7.12,39.29,118.21,3461.36,17.04,85.65,75.44,122.04
2023-06-20,United States,7.12,35.72,194.72,6289.57,21.22,65.23,58.39,194.54
2023-06-21,United States,7.12,38.85,176.92,4744.95,19.07,86.72,47.16,137.0
2023-06-22,United States,7.12,36.45,414.7,1412.77,24.47,60.9,81.07,117.94
2023-06-23,United States,7.12,63.04,132.03,4628.29,19.72,60.64,67.62,45.69
2023-06-24,United States,7.12,59.86,75.97,2213.74,18.87,71.43,56.19,151.28
2023-06-25,United States,7.12,80.87,279.55,5163.33,19.62,86.38,70.8,43.42
2023-06-26,United States,7.12,74.6,123.72,6173.86,12.36,84.05,72.31,111.63
2023-06-27,United States,7.12,34.74,457.34,6813.01,14.5,85.6,83.13,69.97
2023-06-28,United States,7.12,55.33,300.81,3174.56,20.34,62.27,56.91,87.74
2023-06-29,United States,7.12,43.95,353.26,7224.53,17.88,66.92,64.51,148.35
2023-06-30,United States,7.12,78.74,485.7,7866.77,17.13,67.11,54.09,61.24
2023-07-01,United States,1.9,56.48,477.68,5248.05,15.46,66.08,65.55,38.71
2023-07-02,United States,1.48,76.6,748.44,3868.1,24.38,85.02,90.69,198.51
2023-07-03,United States,0.28,62.36,440.59,11117.67,22.04,74.44,51.55,43.56
2023-07-04,United States,-0.05,65.92,276.09,11350.3,20.54,81.26,47.31,97.82
2023-07-05,United States,0.23,44.4,130.61,11399.77,20.49,86.65,61.36,188.66
2023-07-06,United States,2.89,88.28,183.05,2536.4,21.18,83.54,58.65,37.01
2023-07-07,United States,0.04,75.71,267.68,10329.68,11.92,79.76,48.38,81.13
2023-07-08,United States,2.97,51.76,171.56,11221.78,23.32,67.71,52.02,90.02
2023-07-09,United States,0.57,81.59,213.6,11100.53,17.46,80.15,82.87,147.81
2023-07-10,United States,3.1,83.72,302.24,5193.81,18.84,72.66,58.06,37.53
2023-07-11,United States,3.07,77.46,702.63,11833.95,15.2,74.28,81.74,168.02
2023-07-12,United States,1.67,64.07,472.6,8725.77,24.31,88.79,68.0,58.54
2023-07-13,United States,0.46,34.49,554.34,6549.61,22.6,86.59,64.51,148.08
2023-07-14,United States,0.19,58.05,213.48,11042.9,16.27,75.71,57.91,34.63
2023-07-15,United States,1.29,73.34,386.85,2121.8,19.94,67.21,77.86,157.94
2023-07-16,United States,2.32,64.62,623.68,11849.72,21.5,70.94,85.43,178.76
2023-07-17,United States,-0.35,83.91,433.76,10986.12,20.17,64.68,86.82,135.0
2023-07-18,United States,0.58,40.65,448.26,10564.94,19.6,87.86,69.48,193.69
2023-07-19,United States,2.7,41.67,703.48,9494.34,21.21,80.42,75.03,45.1
2023-07-20,United States,2.7,73.17,427.66,11619.83,18.62,73.4,53.16,176.17
2023-07-21,United States,0.9,68.8,154.33,4441.54,15.57,73.26,67.58,70.55
2023-07-22,United States,0.45,51.0,433.12,6177.67,19.78,88.23,74.85,145.6
2023-07-23,United States,2.31,88.57,354.83,9282.65,13.86,64.1,71.31,196.77
2023-07-24,United States,2.87,73.95,105.54,9797.25,15.74,86.12,48.8,160.91
2023-07-25,United States,1.15,60.38,265.08,6509.26,23.49,64.97,51.98,189.97
2023-07-26,United States,2.47,71.61,351.22,3461.87,15.01,86.87,64.27,49.24
2023-07-27,United States,2.08,39.45,469.39,7212.27,17.97,89.69,70.46,55.96
2023-07-28,United States,0.42,73.17,398.09,4846.22,25.34,70.91,86.67,55.22
2023-07-29,United States,0.47,38.48,467.56,2416.25,16.2,87.97,76.9,138.06
2023-07-30,United States,-0.18,57.59,554.84,4625.06,15.93,71.36,64.88,168.07
2023-07-31,United States,0.28,61.68,674.88,9625.47,21.26,67.13,91.61,174.73
2023-08-01,United States,-0.65,43.02,543.94,14645.92,17.37,84.62,66.64,35.07
2023-08-02,United States,-1.82,30.66,224.52,8823.8,18.0,83.74,60.66,143.56
2023-08-03,United States,-2.61,62.84,659.59,5470.78,21.73,74.66,68.58,62.57
2023-08-04,United States,-4.55,78.67,853.08,9339.11,20.12,69.58,80.01,41.05
2023-08-05,United States,0.03,72.66,778.03,14726.35,17.57,64.18,51.59,100.46
2023-08-06,United States,-0.76,30.22,439.21,4412.6,20.63,63.1,61.73,59.66
2023-08-07,United States,-3.02,66.05,813.56,7123.73,21.57,66.47,77.32,125.19
2023-08-08,United States,-0.67,35.07,792.47,7038.81,16.19,86.14,46.36,69.2
2023-08-09,United States,-5.61,56.42,236.95,12317.11,17.29,60.18,71.73,75.06
2023-08-10,United States,-5.27,67.6,366.92,12386.32,23.95,84.87,71.37,131.54
2023-08-11,United States,-4.2,33.05,695.65,11169.91,20.25,70.85,57.02,76.41
2023-08-12,United States,-1.4,47.99,143.44,3173.65,20.89,89.65,91.87,137.71
2023-08-13,United States,-0.05,74.53,416.33,13567.15,12.02,75.59,68.38,60.98
2023-08-14,United States,-3.22,36.09,464.11,7019.48,21.99,84.51,57.63,138.04
2023-08-15,United States,-4.61,75.7,839.99,13254.54,24.36,89.09,49.31,77.1
2023-08-16,United States,-1.97,40.03,96.09,6735.42,15.69,64.22,71.19,167.88
2023-08-17,United States,0.16,78.36,788.43,3021.81,15.89,65.37,40.22,165.03
2023-08-18,United States,-1.63,87.44,450.77,14247.1,22.19,82.5,47.37,173.4
2023-08-19,United States,-3.32,74.6,404.68,12571.33,17.05,77.37,76.91,55.72
2023-08-20,United States,-0.53,67.13,457.41,3743.78,16.94,88.83,80.24,163.04
2023-08-21,United States,-3.89,30.69,147.82,6730.54,20.72,60.55,93.52,67.26
2023-08-22,United States,-5.66,64.7,567.88,6291.56,16.25,76.24,44.45,125.84
2023-08-23,United States,-1.96,56.44,284.7,10067.76,17.52,83.07,73.2,164.88
2023-08-24,United States,-0.51,75.47,546.0,2086.66,20.43,71.57,63.8,109.46
2023-08-25,United States,-2.73,54.39,110.86,1984.6,15.8,86.82,55.21,49.97
2023-08-26,United States,-2.4,68.71,348.97,6944.44,16.84,87.4,44.97,116.72
2023-08-27,United States,-3.77,70.98,368.33,2908.84,21.2,61.11,81.64,61.23
2023-08-28,United States,-3.03,32.0,122.56,6282.59,15.42,80.56,45.08,119.39
2023-08-29,United States,0.04,32.18,552.64,9265.98,17.26,80.18,72.21,92.82
2023-08-30,United States,-0.31,31.37,557.85,5594.76,18.1,77.98,61.18,81.84
2023-08-31,United States,-1.34,72.54,359.55,6728.64,17.38,87.77,46.97,31.4
2023-09-01,United States,-1.8,78.41,211.27,10776.6,16.55,86.98,53.25,46.06
2023-09-02,United States,-7.56,75.23,948.59,15437.29,19.78,62.26,85.47,165.03
2023-09-03,United States,-2.9,43.17,903.94,13846.22,20.32,77.92,89.49,127.39
2023-09-04,United States,-4.71,39.92,947.04,6792.23,15.79,67.12,90.1,151.32
2023-09-05,United States,-5.45,43.71,144.29,12858.75,21.29,73.81,91.48,64.81
2023-09-06,United States,-1.96,39.54,529.64,15053.53,19.22,72.96,42.92,121.71
2023-09-07,United States,-6.73,67.94,915.09,9626.31,23.4,71.23,47.26,119.49
2023-09-08,United States,-4.52,31.0,250.03,7852.59,22.46,71.18,75.5,66.43
2023-09-09,United States,-1.5,69.97,309.87,10165.75,18.48,83.25,53.77,145.48
2023-09-10,United States,-6.39,53.63,936.79,15335.31,14.99,65.22,64.62,107.58
2023-09-11,United States,-7.09,79.82,821.66,9937.28,14.43,86.51,98.6,118.95
2023-09-12,United States,-3.83,60.28,484.73,9776.3,22.85,82.98,41.61,112.02
2023-09-13,United States,-2.98,74.09,150.62,14441.43,21.87,61.36,42.28,47.44
2023-09-14,United States,-4.3,66.48,986.38,5587.87,21.04,70.62,83.53,196.08
2023-09-15,United States,-4.67,35.05,911.31,5544.22,17.46,60.97,84.44,132.0
2023-09-16,United States,-1.9,48.42,524.3,6153.83,23.2,61.93,98.0,48.71
2023-09-17,United States,-6.7,36.11,349.05,10392.48,17.12,69.43,55.07,64.98
2023-09-18,United States,-3.45,55.87,716.42,10298.21,16.55,76.11,97.17,104.25
2023-09-19,United States,-4.21,34.58,248.64,10927.64,18.37,77.21,98.07,98.27
2023-09-20,United States,-7.44,35.53,687.71,9187.49,24.6,73.02,84.18,106.52
2023-09-21,United States,-7.11,88.59,654.17,14369.88,18.41,67.65,49.99,132.83
2023-09-22,United States,-2.29,76.22,142.29,5975.52,19.11,75.25,43.99,106.68
2023-09-23,United States,-2.89,77.56,514.42,4290.39,21.87,68.98,50.84,167.88
2023-09-24,United States,-1.25,60.14,987.29,11012.93,13.22,64.26,77.83,145.11
2023-09-25,United States,-2.34,75.74,471.43,11224.73,15.27,84.67,87.43,172.07
2023-09-26,United States,-1.62,63.06,324.13,12732.49,17.89,61.12,85.65,52.62
2023-09-27,United States,-4.77,34.96,651.51,14354.04,12.05,72.71,58.3,68.21
2023-09-28,United States,-1.59,60.5,236.3,9980.34,18.68,81.51,71.53,78.47
2023-09-29,United States,-2.93,44.22,148.12,4037.89,16.64,67.82,49.14,152.19
